NATIONAL FOREST,WILDERNESS,LAT,LONG,UTME,UTMN,ZONE,MONITORING SITE NAME,site_rename,DATE,TIME,SAMPLE TYPE,pH,ANC,SPECIFIC CONDUCTIVITY (SC),Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,COMMENT,Uncategorized
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,09-07-2008,1031,DUPLICATE,7.46,180.04,29.4,0.61,0.0,0.15,0.34,4.54,0.01,0.06,0.0,0.0,5.01,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,07-14-2009,1042,DUPLICATE,7.42,159.4,24.2,0.48,0.03,0.12,0.32,3.73,0.01,0.05,0.04,0.0,3.84,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,08-04-2009,914,DUPLICATE,7.5,177.45,29.6,0.62,0.0,0.14,0.37,4.49,0.02,0.05,0.0,0.0,4.99,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,09-02-2009,919,DUPLICATE,7.24,190.39,36.1,0.71,0.0,0.17,0.42,5.3,0.02,0.06,0.01,0.0,7.12,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,07-03-2010,1100,DUPLICATE,7.08,168.24,30.47,0.55,0.0,0.12,0.35,4.5,0.01,0.07,0.23,0.0,4.97,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,08-05-2010,959,DUPLICATE,7.16,161.57,28.23,0.56,0.0,0.14,0.39,4.39,0.02,0.06,0.01,0.0,5.36,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,08-30-2005,,REGULAR,5.67,-3.56,1.08,,,,,,,,,,,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,07-01-2006,,REGULAR,5.61,-2.61,1.24,0.04,0.07,0.0,0.0,0.02,0.0,1.31,0.07,1.28,0.13,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,09-02-2009,,REGULAR,5.5,1.45,1.44,0.0,0.01,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.01,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,08-31-2010,,REGULAR,5.58,28.69,1.32,0.03,0.0,0.02,0.04,0.38,0.0,0.0,0.0,0.0,0.0,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,07-20-2011,,REGULAR,5.99,21.28,1.79,0.01,0.01,0.02,0.03,0.33,0.03,0.0,0.0,0.0,0.01,,UNKNOWN
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,08-08-2011,1200,REGULAR,5.7,24.8,1.14,0.02,0.0,0.01,0.04,0.55,0.01,0.01,0.0,0.0,0.03,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,08-08-2011,,REGULAR,7.5,170.7,29.14,0.56,0.0,0.13,2.53,0.0,0.02,0.06,0.02,0.0,5.25,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,09-14-2011,,REGULAR,5.65,26.5,1.25,0.02,0.0,0.0,0.04,0.66,0.0,0.0,0.0,0.0,0.01,,
WHITE RIVER NATIONAL FOREST,COLLEGIATE PEAKS WILDERNESS ,39.06277,-106.65698,356642,4325049,13,TABOR LAKE ,TABOR LAKE ,08-03-2012,,REGULAR,5.93,55.27,1.21,,,,,,,,,,,FILTERED,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-10-2000,1125,REGULAR,6.49,69.2,9.96,0.25,0.02,0.14,0.16,1.37,0.08,0.11,0.14,0.0,0.94,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-14-2000,1318,REGULAR,7.17,87.0,14.78,0.46,0.04,0.14,0.25,2.27,0.04,0.12,0.49,0.0,1.53,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-05-2001,1438,REGULAR,6.93,69.2,12.6,0.32,0.01,0.08,0.2,1.79,0.05,0.06,0.26,0.0,1.32,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-12-2001,1350,REGULAR,6.89,89.7,17.5,0.44,0.0,0.22,0.28,2.33,0.06,0.2,0.54,0.0,1.88,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-04-2002,1230,REGULAR,7.03,88.2,13.8,0.4,0.0,0.13,0.23,2.08,0.06,0.05,0.28,0.0,1.66,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-12-2002,1450,REGULAR,7.03,125.2,21.3,0.52,0.02,0.34,0.4,3.13,0.08,0.41,0.6,0.0,2.38,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-11-2003,1332,REGULAR,6.96,76.2,12.1,0.33,0.05,0.1,0.17,1.59,0.04,0.05,0.16,0.0,1.18,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-12-2003,738,REGULAR,6.74,53.1,7.7,0.36,0.01,0.06,0.18,0.94,0.0,0.08,0.12,0.0,0.46,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-15-2004,1340,REGULAR,7.12,103.18,18.77,0.52,0.0,0.18,0.33,2.74,0.04,0.12,0.48,0.0,2.24,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-11-2005,1330,REGULAR,,,,,,,,,,,,,,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-13-2006,1335,REGULAR,7.09,84.25,12.91,0.37,0.0,0.09,0.22,1.96,0.03,0.03,0.07,0.0,1.32,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-05-2007,1435,REGULAR,7.12,82.86,11.89,0.35,0.02,0.08,0.22,1.88,,,,,,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-09-2007,1315,REGULAR,,,,,,,,,,,,,,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-10-2008,1205,REGULAR,6.82,75.63,11.32,0.32,0.0,0.18,0.19,1.63,0.05,0.07,0.34,0.0,0.93,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-07-2008,1250,REGULAR,7.26,107.93,14.8,0.43,0.0,0.13,0.24,2.18,0.05,0.04,0.05,0.0,1.57,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-06-2009,1342,REGULAR,7.01,83.51,12.43,0.3,0.01,0.1,0.2,1.73,0.05,0.03,0.18,0.0,1.02,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-05-2009,1330,REGULAR,6.97,103.71,13.89,0.38,0.01,0.1,0.22,1.99,0.05,0.04,0.07,0.0,1.56,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-07-2010,1415,REGULAR,6.97,94.17,12.95,0.32,0.01,0.09,0.22,1.88,0.05,0.04,0.25,0.0,1.11,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-15-2010,1500,REGULAR,7.11,111.63,14.83,0.43,0.02,0.11,0.3,2.21,0.05,0.08,0.1,0.0,1.59,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-01-2011,1320,REGULAR,6.73,63.45,8.89,,,,,,0.04,0.02,0.15,0.0,0.68,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-04-2011,1310,REGULAR,7.1,78.89,10.85,0.29,0.0,0.07,0.04,,0.05,0.03,0.05,0.0,0.88,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-06-2012,1515,REGULAR,6.66,107.68,12.5,,,,,,,,,,,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-10-2012,1120,REGULAR,6.62,117.06,15.56,,,,,,,,,,,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-01-2016,1050,REGULAR,7.06,75.23,11.12,0.28,0.03,0.03,0.15,1.49,0.05,0.05,0.12,0.0,0.93,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-02-2016,1155,REGULAR,5.97,107.36,15.78,0.42,0.02,0.07,0.23,2.21,0.03,0.03,0.24,0.0,1.23,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-05-2017,12:20,REGULAR,7.04,78.83,11.37,0.29,0.02,0.07,0.2,1.64,0.03,0.02,0.14,0.0,0.94,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-13-2017,7:57,REGULAR,7.14,105.44,14.51,0.41,0.03,0.12,0.25,2.2,0.05,0.08,0.23,0.0,1.18,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-12-2018,1018,REGULAR,6.71,107.61,17.58,0.48,0.03,0.12,0.23,2.9,0.0,0.12,0.14,0.0,1.46,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-15-2018,1730,REGULAR,6.84,143.3,15.98,0.46,0.02,0.06,0.29,1.82,0.03,0.08,0.23,0.0,1.86,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-04-2019,10:49,REGULAR,6.81,68.0,10.46,0.22,0.0,0.06,0.17,1.69,0.0,0.02,0.24,0.0,0.84,,UNKNOWN
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-02-2019,9:50,REGULAR,6.97,141.87,19.15,0.26,0.01,0.08,0.25,3.67,0.04,0.05,0.09,0.0,0.92,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-08-2020,715,REGULAR,6.95,90.43,13.83,0.28,0.03,0.07,0.19,2.21,0.03,0.03,0.11,0.0,1.02,ARRIVED WARM,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-04-2020,1921,REGULAR,6.92,116.51,13.06,0.36,0.04,0.11,0.24,1.66,0.04,0.06,0.22,0.0,1.29,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-08-1995,,,6.38,,14.67,0.25,0.01,0.08,0.27,1.53,0.02,0.03,0.3,0.0,0.98,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-03-1995,,,6.27,,8.45,0.27,0.01,0.02,0.14,1.23,0.02,0.03,0.12,0.0,0.76,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-08-1996,,,6.54,,8.53,0.22,0.01,0.07,0.17,1.45,0.02,0.03,0.17,0.0,0.75,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-13-1996,,,6.51,,10.32,0.31,0.01,0.11,0.2,1.71,0.02,0.11,0.32,0.0,0.99,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-10-1997,,,6.36,,8.84,0.2,0.01,0.07,0.14,1.16,0.02,0.03,0.32,0.0,0.62,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-10-1997,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-14-1997,,,6.49,,10.82,0.3,0.01,0.1,0.18,1.61,0.02,0.03,0.18,0.0,0.94,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-14-1997,,,6.64,,9.49,0.3,0.01,0.11,0.18,1.59,0.02,0.03,0.19,0.0,0.95,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,08-10-1998,,,6.73,,11.9,0.32,0.01,0.09,0.29,1.88,0.04,0.03,0.23,0.0,1.15,,
ARAPAHO ROOSEVELT NATIONAL FOREST,INDIAN PEAK WILDERNESS,40.15560,-105.68110,441993,4445250,13,UPPER LAKE,UPPER LAKE,09-14-1998,,,6.81,,13.0,0.31,0.02,0.1,0.27,2.09,0.03,0.06,0.23,0.0,1.33,,
